Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"DEF6","DEF6 Guanine Nucleotide Exchange Factor","Protein Coding","40","GC06P083820","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEF6"
"DUSP2","Dual Specificity Phosphatase 2","Protein Coding","40","GC02M098251","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP2"
"DUSP5","Dual Specificity Phosphatase 5","Protein Coding","40","GC10P110497","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP5"
"ERP44","Endoplasmic Reticulum Protein 44","Protein Coding","40","GC09M099979","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERP44"
"FANCI","FA Complementation Group I","Protein Coding","40","GC15P089243","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FANCI"
"FHL3","Four And A Half LIM Domains 3","Protein Coding","40","GC01M038118","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FHL3"
"FOSB","FosB Proto-Oncogene, AP-1 Transcription Factor Subunit","Protein Coding","40","GC19P045467","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOSB"
"FUT7","Fucosyltransferase 7","Protein Coding","40","GC09M137030","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT7"
"HIP1","Huntingtin Interacting Protein 1","Protein Coding","40","GC07M075533","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIP1"
"HSD17B12","Hydroxysteroid 17-Beta Dehydrogenase 12","Protein Coding","40","GC11P043652","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD17B12"
"KPNA1","Karyopherin Subunit Alpha 1","Protein Coding","40","GC03M122421","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KPNA1"
"KTN1","Kinectin 1","Protein Coding","40","GC14P055559","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KTN1"
"LPO","Lactoperoxidase","Protein Coding","40","GC17P058218","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPO"
"LRRC32","Leucine Rich Repeat Containing 32","Protein Coding","40","GC11M076657","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC32"
"MIP","Major Intrinsic Protein Of Lens Fiber","Protein Coding","40","GC12M056449","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIP"
"MLKL","Mixed Lineage Kinase Domain Like Pseudokinase","Protein Coding","40","GC16M074672","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLKL"
"MTCH2","Mitochondrial Carrier 2","Protein Coding","40","GC11M047604","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTCH2"
"MTHFD1L","Methylenetetrahydrofolate Dehydrogenase (NADP+ Dependent) 1 Like","Protein Coding","40","GC06P150865","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTHFD1L"
"MUC4","Mucin 4, Cell Surface Associated","Protein Coding","40","GC03M195746","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC4"
"NADSYN1","NAD Synthetase 1","Protein Coding","40","GC11P071454","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NADSYN1"
"NCAPD3","Non-SMC Condensin II Complex Subunit D3","Protein Coding","40","GC11M134150","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCAPD3"
"NMBR","Neuromedin B Receptor","Protein Coding","40","GC06M142059","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NMBR"
"NSMAF","Neutral Sphingomyelinase Activation Associated Factor","Protein Coding","40","GC08M058569","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSMAF"
"P2RY6","Pyrimidinergic Receptor P2Y6","Protein Coding","40","GC11P073264","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RY6"
"PARD6A","Par-6 Family Cell Polarity Regulator Alpha","Protein Coding","40","GC16P067661","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARD6A"
"PARG","Poly(ADP-Ribose) Glycohydrolase","Protein Coding","40","GC10M049818","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARG"
"PCBP2","Poly(RC) Binding Protein 2","Protein Coding","40","GC12P053452","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCBP2"
"PDSS2","Decaprenyl Diphosphate Synthase Subunit 2","Protein Coding","40","GC06M107152","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDSS2"
"PPIG","Peptidylprolyl Isomerase G","Protein Coding","40","GC02P169584","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIG"
"PRMT3","Protein Arginine Methyltransferase 3","Protein Coding","40","GC11P020409","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRMT3"
"RANBP9","RAN Binding Protein 9","Protein Coding","40","GC06M013621","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RANBP9"
"RIPK3","Receptor Interacting Serine/Threonine Kinase 3","Protein Coding","40","GC14M024336","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIPK3"
"RNF31","Ring Finger Protein 31","Protein Coding","40","GC14P024146","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF31"
"RPL4","Ribosomal Protein L4","Protein Coding","40","GC15M066498","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL4"
"RPLP2","Ribosomal Protein Lateral Stalk Subunit P2","Protein Coding","40","GC11P001790","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPLP2"
"RPS3A","Ribosomal Protein S3A","Protein Coding","40","GC04P151099","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS3A"
"SH3BP2","SH3 Domain Binding Protein 2","Protein Coding","40","GC04P002794","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3BP2"
"SLC25A6","Solute Carrier Family 25 Member 6","Protein Coding","40","GC0XM001386","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A6"
"SLC3A2","Solute Carrier Family 3 Member 2","Protein Coding","40","GC11P062856","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC3A2"
"SLC9A2","Solute Carrier Family 9 Member A2","Protein Coding","40","GC02P102620","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A2"
"SORBS1","Sorbin And SH3 Domain Containing 1","Protein Coding","40","GC10M095311","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SORBS1"
"SOX11","SRY-Box Transcription Factor 11","Protein Coding","40","GC02P005703","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX11"
"SPPL2A","Signal Peptide Peptidase Like 2A","Protein Coding","40","GC15M050702","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPPL2A"
"SRSF1","Serine And Arginine Rich Splicing Factor 1","Protein Coding","40","GC17M058000","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF1"
"SRSF2","Serine And Arginine Rich Splicing Factor 2","Protein Coding","40","GC17M076734","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF2"
"SUCLG2","Succinate-CoA Ligase GDP-Forming Subunit Beta","Protein Coding","40","GC03M067358","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUCLG2"
"TLN1","Talin 1","Protein Coding","40","GC09M035696","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLN1"
"TRIM5","Tripartite Motif Containing 5","Protein Coding","40","GC11M006531","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM5"
"TRIP13","Thyroid Hormone Receptor Interactor 13","Protein Coding","40","GC05P000892","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIP13"
"TUBB6","Tubulin Beta 6 Class V","Protein Coding","40","GC18P012307","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBB6"
"UBASH3B","Ubiquitin Associated And SH3 Domain Containing B","Protein Coding","40","GC11P122655","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBASH3B"
"UCK2","Uridine-Cytidine Kinase 2","Protein Coding","40","GC01P165796","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCK2"
"UNC13B","Unc-13 Homolog B","Protein Coding","40","GC09P035161","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNC13B"
"USP22","Ubiquitin Specific Peptidase 22","Protein Coding","40","GC17M020999","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP22"
"XPOT","Exportin For TRNA","Protein Coding","40","GC12P064404","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPOT"
"ZNF148","Zinc Finger Protein 148","Protein Coding","40","GC03M125225","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF148"
"ALDH1L2","Aldehyde Dehydrogenase 1 Family Member L2","Protein Coding","39","GC12M105019","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH1L2"
"BCL2A1","BCL2 Related Protein A1","Protein Coding","39","GC15M090460","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2A1"
"CCT6A","Chaperonin Containing TCP1 Subunit 6A","Protein Coding","39","GC07P056051","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT6A"
"CCT8","Chaperonin Containing TCP1 Subunit 8","Protein Coding","39","GC21M029055","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT8"
"CD93","CD93 Molecule","Protein Coding","39","GC20M023079","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD93"
"CNN1","Calponin 1","Protein Coding","39","GC19P011539","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNN1"
"CSE1L","Chromosome Segregation 1 Like","Protein Coding","39","GC20P049046","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSE1L"
"CST6","Cystatin E/M","Protein Coding","39","GC11P070022","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CST6"
"DDX17","DEAD-Box Helicase 17","Protein Coding","39","GC22M038483","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX17"
"DNER","Delta/Notch Like EGF Repeat Containing","Protein Coding","39","GC02M229357","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNER"
"FIP1L1","Factor Interacting With PAPOLA And CPSF1","Protein Coding","39","GC04P053427","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FIP1L1"
"GNPTG","N-Acetylglucosamine-1-Phosphate Transferase Subunit Gamma","Protein Coding","39","GC16P001351","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNPTG"
"GP5","Glycoprotein V Platelet","Protein Coding","39","GC03M194395","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GP5"
"GTF2F1","General Transcription Factor IIF Subunit 1","Protein Coding","39","GC19M006417","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF2F1"
"IL27RA","Interleukin 27 Receptor Subunit Alpha","Protein Coding","39","GC19P014031","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL27RA"
"IPO5","Importin 5","Protein Coding","39","GC13P097953","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPO5"
"IRS4","Insulin Receptor Substrate 4","Protein Coding","39","GC0XM108720","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRS4"
"KIR3DL2","Killer Cell Immunoglobulin Like Receptor, Three Ig Domains And Long Cytoplasmic Tail 2","Protein Coding","39","GC19P067386","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR3DL2"
"KLF2","Kruppel Like Factor 2","Protein Coding","39","GC19P066201","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF2"
"LCN1","Lipocalin 1","Protein Coding","39","GC09P135521","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCN1"
"MOV10","Mov10 RISC Complex RNA Helicase","Protein Coding","39","GC01P112673","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MOV10"
"MUC2","Mucin 2, Oligomeric Mucus/Gel-Forming","Protein Coding","39","GC11P001074","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC2"
"MYBBP1A","MYB Binding Protein 1a","Protein Coding","39","GC17M004538","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYBBP1A"
"NUP160","Nucleoporin 160","Protein Coding","39","GC11M089379","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP160"
"NXF1","Nuclear RNA Export Factor 1","Protein Coding","39","GC11M089638","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NXF1"
"P2RY4","Pyrimidinergic Receptor P2Y4","Protein Coding","39","GC0XM070258","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RY4"
"PSMC6","Proteasome 26S Subunit, ATPase 6","Protein Coding","39","GC14P052707","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMC6"
"RAB11FIP2","RAB11 Family Interacting Protein 2","Protein Coding","39","GC10M118004","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB11FIP2"
"RAB5C","RAB5C, Member RAS Oncogene Family","Protein Coding","39","GC17M042124","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB5C"
"RCN2","Reticulocalbin 2","Protein Coding","39","GC15P076931","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCN2"
"SCUBE3","Signal Peptide, CUB Domain And EGF Like Domain Containing 3","Protein Coding","39","GC06P083821","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCUBE3"
"SHARPIN","SHANK Associated RH Domain Interactor","Protein Coding","39","GC08M144098","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHARPIN"
"SMARCD3","SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily D, Member 3","Protein Coding","39","GC07M151238","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCD3"
"UBE3C","Ubiquitin Protein Ligase E3C","Protein Coding","39","GC07P157138","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE3C"
"UBR2","Ubiquitin Protein Ligase E3 Component N-Recognin 2","Protein Coding","39","GC06P083911","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBR2"
"UPF1","UPF1 RNA Helicase And ATPase","Protein Coding","39","GC19P018831","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UPF1"
"ABCB9","ATP Binding Cassette Subfamily B Member 9","Protein Coding","38","GC12M122920","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCB9"
"ABCF2","ATP Binding Cassette Subfamily F Member 2","Protein Coding","38","GC07M151211","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCF2"
"AGR2","Anterior Gradient 2, Protein Disulphide Isomerase Family Member","Protein Coding","38","GC07M017058","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGR2"
"AP2A1","Adaptor Related Protein Complex 2 Subunit Alpha 1","Protein Coding","38","GC19P067127","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP2A1"
"ARAP3","ArfGAP With RhoGAP Domain, Ankyrin Repeat And PH Domain 3","Protein Coding","38","GC05M141653","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARAP3"
"ARHGAP24","Rho GTPase Activating Protein 24","Protein Coding","38","GC04P085475","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP24"
"ARID3A","AT-Rich Interaction Domain 3A","Protein Coding","38","GC19P002812","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARID3A"
"BAG2","BAG Cochaperone 2","Protein Coding","38","GC06P057172","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAG2"
"BLVRB","Biliverdin Reductase B","Protein Coding","38","GC19M040447","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLVRB"
"CCDC22","Coiled-Coil Domain Containing 22","Protein Coding","38","GC0XP050747","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC22"
"CD5L","CD5 Molecule Like","Protein Coding","38","GC01M157800","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD5L"
"CDK18","Cyclin Dependent Kinase 18","Protein Coding","38","GC01P205504","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK18"
"COL19A1","Collagen Type XIX Alpha 1 Chain","Protein Coding","38","GC06P069866","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL19A1"
"CSMD1","CUB And Sushi Multiple Domains 1","Protein Coding","38","GC08M002953","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSMD1"
"DDX21","DExD-Box Helicase 21","Protein Coding","38","GC10P068956","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX21"
"DEFB1","Defensin Beta 1","Protein Coding","38","GC08M006870","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEFB1"
"DNAL4","Dynein Axonemal Light Chain 4","Protein Coding","38","GC22M038778","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAL4"
"DOK5","Docking Protein 5","Protein Coding","38","GC20P054476","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOK5"
"DPP8","Dipeptidyl Peptidase 8","Protein Coding","38","GC15M065442","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP8"
"DUSP19","Dual Specificity Phosphatase 19","Protein Coding","38","GC02P183078","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP19"
"DUSP7","Dual Specificity Phosphatase 7","Protein Coding","38","GC03M052048","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP7"
"EEF1G","Eukaryotic Translation Elongation Factor 1 Gamma","Protein Coding","38","GC11M089615","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF1G"
"ELL2","Elongation Factor For RNA Polymerase II 2","Protein Coding","38","GC05M095885","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELL2"
"EPB41L2","Erythrocyte Membrane Protein Band 4.1 Like 2","Protein Coding","38","GC06M130820","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPB41L2"
"FGF11","Fibroblast Growth Factor 11","Protein Coding","38","GC17P011161","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF11"
"HNRNPF","Heterogeneous Nuclear Ribonucleoprotein F","Protein Coding","38","GC10M043385","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPF"
"HNRNPH1","Heterogeneous Nuclear Ribonucleoprotein H1","Protein Coding","38","GC05M179614","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPH1"
